trip_distance_id,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
374,2,2016-03-10T13:24:52,2016-03-10T13:24:55,1,5.13,JFK,0,0,0,0,Cash,52,0,0.5,0,0,0.3,52.8
375,2,2016-03-01T05:40:01,2016-03-01T05:40:32,1,0.96,JFK,40.64492416,-73.77722168,40.64554214,-73.77684784,Cash,52,0,0.5,0,0,0.3,52.8
376,2,2016-03-10T07:51:27,2016-03-10T07:58:10,1,2.95,JFK,40.76387024,-73.90205383,40.76395035,-73.90211487,Cash,52,0,0.5,0,0,0.3,52.8
377,2,2016-03-10T13:44:01,2016-03-10T13:44:03,1,4.2,JFK,0,0,40.64533615,-73.77641296,Credit card,52,0,0.5,0,0,0.3,52.8
378,2,2016-03-10T08:55:34,2016-03-10T08:55:38,1,2.68,JFK,0,0,0,0,Cash,52,0,0.5,0,0,0.3,52.8
379,2,2016-03-01T00:24:44,2016-03-01T00:24:47,1,13.92,JFK,0,0,40.76990128,-73.98445892,Credit card,52,0,0.5,6,0,0.3,58.8
380,2,2016-03-10T09:59:41,2016-03-10T10:01:00,1,19.02,JFK,40.64374161,-73.78340149,40.64374161,-73.78340149,Credit card,52,0,0.5,4,6,0.3,62.8
381,2,2016-03-10T10:33:56,2016-03-10T10:35:13,1,6.36,Standard rate,40.76473618,-73.93704987,40.76473236,-73.93711853,Cash,1.1,0,0.5,0,0,0.3,1.9
382,2,2016-03-01T06:11:09,2016-03-01T06:11:15,3,2.11,Standard rate,40.75191116,-73.85446167,40.75165939,-73.85463715,Credit card,2.5,0,0.5,30,0,0.3,33.3
383,2,2016-03-01T00:31:41,2016-03-01T00:31:44,1,1.55,Negotiated fare,0,0,40.74633026,-73.91332245,Credit card,35,0,0,0,0,0.3,35.3
384,2,2016-03-01T00:03:33,2016-03-01T00:03:35,1,2.29,Negotiated fare,0,0,0,0,Credit card,35,0,0,0,0,0.3,35.3
385,1,2016-03-01T05:29:30,2016-03-01T05:29:45,1,6.72,Negotiated fare,40.77413559,-73.87306976,40.7741394,-73.87303925,Cash,45,0,0,0,0,0.3,45.3
386,1,2016-03-01T05:31:11,2016-03-01T05:31:29,1,4.97,Negotiated fare,40.77409363,-73.87290955,40.77436447,-73.87316132,Cash,45,0,0,0,0,0.3,45.3
387,1,2016-03-01T05:27:39,2016-03-01T05:27:56,1,17.83,Negotiated fare,40.77444077,-73.8729248,40.77441788,-73.87314606,Cash,45,0,0,0,0,0.3,45.3
388,2,2016-03-10T08:20:38,2016-03-10T15:03:54,0,16.3,JFK,0,0,0,0,Cash,52,4.5,0.5,0,0,0.3,57.3
389,1,2016-03-01T00:38:54,2016-03-01T00:39:14,1,2.52,Negotiated fare,40.71631241,-74.01068878,40.71631241,-74.01068878,Credit card,53,0,0,8,0,0.3,61.3
390,1,2016-03-01T01:44:10,2016-03-01T01:44:50,1,8.46,Negotiated fare,40.77412796,-73.95187378,40.7743187,-73.95174408,Credit card,58,0,0,5,0,0.3,63.3
391,1,2016-03-01T01:08:25,2016-03-01T01:09:14,3,3.45,Negotiated fare,40.77494431,-73.96356201,40.7751236,-73.96347809,Credit card,60,0,0,15.05,0,0.3,75.35
392,2,2016-03-01T01:37:40,2016-03-01T01:37:44,1,0.91,Negotiated fare,0,0,40.70510101,-74.00724792,Credit card,30,0,0.5,5,0,0.3,35.8
393,2,2016-03-01T00:27:06,2016-03-01T00:28:29,1,17.89,Negotiated fare,40.75428009,-73.98043823,40.75432968,-73.98047638,Credit card,45,0,0.5,0,0,0.3,45.8
394,1,2016-03-01T00:46:25,2016-03-01T00:46:49,1,17.18,JFK,40.71456146,-73.97966003,40.71456146,-73.97966003,Credit card,52,0,0.5,3,0,0.3,55.8
395,1,2016-03-01T00:19:03,2016-03-01T00:19:10,1,5.36,JFK,40.72263718,-73.98296356,40.72263718,-73.98296356,Credit card,52,0,0.5,9,0,0.3,61.8
396,1,2016-03-01T01:45:24,2016-03-01T01:45:54,1,3.81,Negotiated fare,41.20454788,-73.62021637,41.20454788,-73.62021637,Credit card,209,0,0,42.95,5.54,0.3,257.79
397,2,2016-03-10T13:14:44,2016-03-10T13:19:16,1,7.11,Standard rate,40.79859924,-73.97084808,40.78693008,-73.97731781,Credit card,4.5,0,0.5,1.06,0,0.3,6.36
398,2,2016-03-10T11:29:54,2016-03-10T11:34:12,2,17.56,Standard rate,40.78076935,-73.9814682,40.78601837,-73.98107147,Credit card,4.5,0,0.5,1.06,0,0.3,6.36
399,2,2016-03-10T09:45:10,2016-03-10T09:45:12,2,1.79,Negotiated fare,40.63804245,-73.69317627,40.63803101,-73.69316864,Credit card,84,0,0.5,16.96,0,0.3,101.76
400,2,2016-03-10T13:51:24,2016-03-10T13:51:35,1,2.86,JFK,40.64557648,-73.77627563,40.64558029,-73.77628326,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
401,2,2016-03-10T11:41:44,2016-03-10T11:42:00,6,1.89,JFK,40.64881134,-73.78304291,40.64862823,-73.78315735,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
402,2,2016-03-10T11:18:14,2016-03-10T11:18:24,1,8.1,JFK,40.72417068,-73.98270416,0,0,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
403,2,2016-03-10T07:59:05,2016-03-10T07:59:15,1,0.76,JFK,40.75971603,-73.98597717,40.75985336,-73.98590088,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
404,2,2016-03-10T10:09:31,2016-03-10T10:09:40,1,17.38,JFK,0,0,0,0,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
405,2,2016-03-01T00:01:06,2016-03-01T00:02:35,1,4,JFK,40.7577095,-73.98458099,40.7577095,-73.98458099,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
406,2,2016-03-10T07:56:58,2016-03-10T07:57:08,1,2.71,JFK,40.74848175,-73.9801712,40.74868011,-73.98014832,Credit card,52,0,0.5,11.67,5.54,0.3,70.01
407,2,2016-03-01T00:48:04,2016-03-01T00:48:13,2,0.63,Negotiated fare,40.72740936,-74.03404999,40.72729874,-74.03420258,Credit card,62,0,0,12.46,0,0.3,74.76
408,2,2016-03-01T01:18:48,2016-03-01T01:19:01,1,3.66,JFK,40.72809982,-73.99100494,0,0,Credit card,52,0,0.5,14.58,5.54,0.3,72.92
409,2,2016-03-10T14:10:07,2016-03-10T14:10:11,1,0.44,Negotiated fare,0,0,0,0,Credit card,40,0,0.5,8.16,0,0.3,48.96
410,2,2016-03-10T12:42:22,2016-03-10T12:42:26,1,3.09,Negotiated fare,0,0,0,0,Credit card,45,0,0.5,9.16,0,0.3,54.96
411,2,2016-03-10T14:25:43,2016-03-10T14:25:46,1,12.25,Negotiated fare,0,0,40.76839828,-73.86167908,Credit card,45,0,0.5,9.16,0,0.3,54.96
412,2,2016-03-10T12:26:18,2016-03-10T12:26:21,1,9.07,Negotiated fare,0,0,40.77087021,-73.86550903,Credit card,50,0,0.5,10.16,0,0.3,60.96
413,2,2016-03-10T11:23:49,2016-03-10T11:32:13,5,19.47,Standard rate,40.76448059,-73.9957962,40.75183487,-73.99261475,Credit card,6.5,0,0.5,2.19,0,0.3,9.49
414,2,2016-03-10T13:00:43,2016-03-10T13:06:49,5,12.55,Standard rate,40.76589966,-73.96366119,40.76102829,-73.96897125,Credit card,5.5,0,0.5,1.58,0,0.3,7.88
415,2,2016-03-10T09:37:07,2016-03-10T09:50:23,1,0.62,Standard rate,40.7772522,-73.98896027,40.76541138,-73.96427155,Credit card,9,0,0.5,1.96,0,0.3,11.76
416,2,2016-03-10T11:39:09,2016-03-10T11:52:49,5,11.27,Standard rate,40.71815109,-73.98645782,40.71532822,-74.00937653,Credit card,9,0,0.5,1.96,0,0.3,11.76
417,2,2016-03-10T12:21:35,2016-03-10T12:21:40,2,0.45,Negotiated fare,0,0,40.64162827,-73.78907013,Credit card,58.54,0,0.5,0,0,0,59.04
418,2,2016-03-10T09:24:47,2016-03-10T09:25:04,1,2.84,Negotiated fare,0,0,0,0,Credit card,29.99,0,0.5,3,0,0.3,33.79
419,2,2016-03-10T09:07:43,2016-03-10T09:07:46,1,6.37,Negotiated fare,0,0,0,0,Credit card,13,0,0.5,2.76,0,0.3,16.56
420,2,2016-03-10T13:54:46,2016-03-10T14:21:21,5,7.37,Standard rate,40.76900101,-73.98882294,40.70497894,-74.00756836,Credit card,15.5,0,0.5,3.26,0,0.3,19.56
421,2,2016-03-10T09:56:37,2016-03-10T09:56:52,1,4.68,Negotiated fare,40.7045517,-74.0105896,40.70429993,-74.01081848,Credit card,26,0,0,5.26,0,0.3,31.56
422,2,2016-03-01T00:02:09,2016-03-01T00:02:13,1,1.35,Negotiated fare,0,0,40.38993835,-74.64172363,Credit card,160,0,0,0,0,0.3,160.3
423,2,2016-03-10T07:49:11,2016-03-10T07:49:24,1,7.01,Negotiated fare,40.79725266,-73.9484787,40.79722977,-73.94839478,Cash,200,0,0,0,0,0.3,200.3
424,2,2016-03-10T09:34:07,2016-03-10T09:34:12,1,6.39,Negotiated fare,0,0,0,0,Credit card,15.8,0,0,1,0,0.3,17.1
425,2,2016-03-10T07:37:06,2016-03-10T07:37:10,1,0.25,Negotiated fare,40.7986412,-73.93335724,40.79864502,-73.93336487,Credit card,16.8,0,0,3,0,0.3,20.1
426,2,2016-03-01T00:51:38,2016-03-01T00:51:41,1,4.24,Negotiated fare,0,0,0,0,Credit card,125,0,0.5,12,0,0.3,137.8
427,1,2016-03-01T00:10:03,2016-03-01T00:10:37,1,1.72,Negotiated fare,41.0598259,-73.83283234,41.0598259,-73.83283234,Dispute,170,0,0,0,0,0.3,170.3
428,2,2016-03-01T01:26:49,2016-03-01T01:28:15,1,1.9,Negotiated fare,40.74253845,-73.98174286,40.74261856,-73.98178864,Credit card,240,0,0,10,0,0.3,250.3
429,2,2016-03-10T10:31:41,2016-03-10T10:31:44,1,0.66,Negotiated fare,0,0,0,0,Credit card,19.99,0,0,4.06,0,0.3,24.35
430,2,2016-03-10T08:40:11,2016-03-10T08:40:13,1,9.49,Negotiated fare,0,0,0,0,Credit card,170,0,0,1,0,0.3,171.3
431,1,2016-03-01T00:59:23,2016-03-01T00:59:38,1,2.18,Standard rate,40.76408386,-73.98550415,40.76415253,-73.98581696,Credit card,2.5,0.5,0.5,1.1,0,0.3,4.9
432,2,2016-03-10T13:26:03,2016-03-10T14:12:29,2,5.68,Standard rate,0,0,0,0,Cash,6.1,0,0.5,0,0,0.3,6.9
433,2,2016-03-10T10:14:09,2016-03-10T10:22:11,5,3.18,Standard rate,40.76229095,-73.96600342,40.76377869,-73.95426178,Credit card,6.5,0,0.5,1,0,0.3,8.3
434,2,2016-03-10T10:42:20,2016-03-10T10:43:04,2,2.97,Standard rate,0,0,40.89336014,-73.90885925,Credit card,2.5,0,0.5,5,0,0.3,8.3
435,2,2016-03-10T07:13:06,2016-03-10T07:13:10,1,10.88,Standard rate,40.76465988,-73.97997284,40.76462936,-73.97994995,Credit card,2.5,0,0.5,5,0,0.3,8.3
436,1,2016-03-01T06:08:19,2016-03-01T06:09:04,1,10.75,Negotiated fare,40.75499725,-73.98448181,40.75517654,-73.98473358,Credit card,7,0,0,1,0,0.3,8.3
437,2,2016-03-10T14:00:08,2016-03-10T14:00:13,1,11.22,Standard rate,0,0,0,0,Credit card,2.5,0,0.5,5,0,0.3,8.3
438,2,2016-03-10T08:20:38,2016-03-10T08:31:50,1,7.42,Standard rate,0,0,0,0,Cash,8,0,0.5,0,0,0.3,8.8
439,2,2016-03-10T13:28:57,2016-03-10T13:29:02,1,2.48,Negotiated fare,0,0,40.77761841,-73.9613266,Credit card,7,0,0.5,1,0,0.3,8.8
440,2,2016-03-01T00:59:36,2016-03-01T01:00:07,1,16.75,Negotiated fare,0,0,40.82574081,-73.95082092,Credit card,4.5,0,0,4,0,0.3,8.8
441,2,2016-03-10T14:03:00,2016-03-10T14:14:56,1,18.98,Standard rate,40.76966858,-73.95459747,40.7625885,-73.96787262,Cash,8,0,0.5,0,0,0.3,8.8
442,2,2016-03-10T08:53:22,2016-03-10T08:53:25,1,4.37,Negotiated fare,40.77061462,-73.86510468,40.77061844,-73.86510468,Credit card,9,0,0,0,0,0.3,9.3
443,2,2016-03-10T12:16:42,2016-03-10T12:16:44,1,3.04,Negotiated fare,0,0,40.76277161,-73.96823883,Credit card,9,0,0,0,0,0.3,9.3
444,1,2016-03-01T04:48:36,2016-03-01T04:48:36,1,4.43,Standard rate,40.75026703,-73.99166107,0,0,Cash,8,0.5,0.5,0,0,0.3,9.3
445,2,2016-03-10T12:15:35,2016-03-10T12:15:40,6,1.58,Standard rate,0,0,0,0,Credit card,2.5,0,0.5,6,0,0.3,9.3
446,2,2016-03-10T10:33:02,2016-03-10T10:36:18,1,15.79,Standard rate,40.76599121,-73.97664642,40.77170181,-73.98275757,Credit card,2.5,0,0.5,6.5,0,0.3,9.8
447,2,2016-03-10T12:22:41,2016-03-10T12:34:09,1,3.97,Standard rate,40.7542572,-73.97215271,40.77479553,-73.95691681,Credit card,8,0,0.5,1,0,0.3,9.8
448,2,2016-03-10T11:33:15,2016-03-10T11:46:59,4,12.75,Standard rate,40.75190353,-73.99256134,40.75775909,-73.97494507,Cash,9,0,0.5,0,0,0.3,9.8
449,2,2016-03-10T08:23:46,2016-03-10T08:24:23,2,5.96,Negotiated fare,40.73823929,-73.97737122,40.73820877,-73.97731781,Credit card,9.5,0,0,0,0,0.3,9.8
450,2,2016-03-10T10:00:23,2016-03-10T10:00:26,1,2.74,Negotiated fare,0,0,40.79920959,-73.96838379,Credit card,9,0,0.5,0,0,0.3,9.8
451,2,2016-03-01T02:46:21,2016-03-01T02:46:24,1,3.42,Negotiated fare,0,0,40.77614975,-73.97776031,Credit card,10,0,0,0,0,0.3,10.3
452,2,2016-03-01T00:45:35,2016-03-01T00:45:40,1,4.03,Negotiated fare,40.84449005,-73.94097137,40.84449005,-73.94097137,Credit card,10,0,0,0,0,0.3,10.3
453,2,2016-03-10T12:27:17,2016-03-10T12:27:51,1,1.14,Standard rate,40.75848007,-73.98638916,40.75838089,-73.9866333,Credit card,2.5,0,0.5,7,0,0.3,10.3
454,2,2016-03-10T09:15:45,2016-03-10T09:29:57,1,4.31,Standard rate,40.77633286,-73.95998383,40.7803421,-73.98164368,Credit card,9.5,0,0.5,0,0,0.3,10.3
455,1,2016-03-01T01:49:45,2016-03-01T01:50:13,1,4.7,Negotiated fare,40.61737823,-73.92093658,40.61738205,-73.92095184,Dispute,10,0,0,0,0,0.3,10.3
456,2,2016-03-01T00:13:05,2016-03-01T00:13:08,1,10.74,Negotiated fare,0,0,0,0,Credit card,10,0,0.5,0,0,0.3,10.8
457,2,2016-03-01T01:46:22,2016-03-01T01:48:47,1,1.64,Negotiated fare,40.82707977,-73.88347626,0,0,Cash,10,0,0.5,0,0,0.3,10.8
458,2,2016-03-01T01:40:11,2016-03-01T01:40:15,1,16.27,Negotiated fare,0,0,0,0,Credit card,10,0,0.5,0,0,0.3,10.8
459,2,2016-03-10T09:28:33,2016-03-10T09:28:48,1,7.41,Negotiated fare,0,0,0,0,Cash,10,0,0.5,0,0,0.3,10.8
460,2,2016-03-10T08:39:48,2016-03-10T08:39:57,1,3.15,Negotiated fare,40.75685883,-73.97776031,0,0,Credit card,8.5,0,0.5,1.5,0,0.3,10.8
461,2,2016-03-10T13:37:27,2016-03-10T13:54:25,1,1.98,Standard rate,40.76065826,-73.99476624,40.76549149,-73.96077728,Cash,10.5,0,0.5,0,0,0.3,11.3
462,1,2016-03-01T00:26:05,2016-03-01T00:26:44,2,0.47,Negotiated fare,40.75998688,-73.98429871,40.75910568,-73.98513031,Credit card,10,0,0,2,0,0.3,12.3
463,1,2016-03-01T03:08:13,2016-03-01T03:08:13,1,8.44,Standard rate,40.74951553,-73.9921875,0,0,Cash,11.5,0.5,0.5,0,0,0.3,12.8
464,2,2016-03-10T08:03:37,2016-03-10T08:03:40,1,3.07,Negotiated fare,0,0,40.76219177,-73.97035217,Credit card,12.5,0,0,0,0,0.3,12.8
465,2,2016-03-10T13:20:24,2016-03-10T13:42:02,5,2.42,Standard rate,40.74591064,-73.9863205,40.7696991,-73.98451233,Credit card,12.5,0,0.5,0,0,0.3,13.3
466,2,2016-03-10T11:38:13,2016-03-10T11:38:13,6,20.3,Standard rate,40.74053574,-73.9757843,40.74248886,-73.98041534,Credit card,2.5,0,0.5,10,0,0.3,13.3
467,2,2016-03-10T10:20:06,2016-03-10T10:20:08,1,1.86,Standard rate,0,0,40.71738815,-74.00694275,Credit card,2.5,0,0.5,10,0,0.3,13.3
468,2,2016-03-01T04:28:26,2016-03-01T04:28:29,5,3.01,Standard rate,0,0,40.72711945,-73.97659302,Credit card,2.5,0.5,0.5,10,0,0.3,13.8
469,2,2016-03-10T07:35:37,2016-03-10T07:35:41,1,2.37,Standard rate,0,0,0,0,Credit card,2.5,0,0.5,11,0,0.3,14.3
470,2,2016-03-10T09:51:37,2016-03-10T10:15:27,1,4.91,Standard rate,40.76538849,-73.963974,40.74813843,-73.98511505,Cash,14,0,0.5,0,0,0.3,14.8
471,1,2016-03-01T01:49:10,2016-03-01T01:49:10,1,1.67,Standard rate,40.76062393,-73.98356628,0,0,Cash,13.5,0.5,0.5,0,0,0.3,14.8
472,1,2016-03-01T00:06:09,2016-03-01T00:08:11,1,9.22,Negotiated fare,40.72213364,-74.01173401,40.72211456,-74.01173401,Credit card,10,0,0,5,0,0.3,15.3
473,2,2016-03-10T10:37:18,2016-03-10T10:38:03,1,12.05,Standard rate,0,0,40.74132919,-73.99141693,Credit card,2.5,0,0.5,12,0,0.3,15.3
474,1,2016-03-01T04:33:18,2016-03-01T04:33:18,1,3.31,Standard rate,40.75336075,-73.98143768,0,0,Cash,14.5,0.5,0.5,0,0,0.3,15.8
475,2,2016-03-10T10:07:00,2016-03-10T10:24:43,6,2.65,Standard rate,40.72309875,-74.00489807,40.75695038,-73.98220825,Credit card,11,0,0.5,4,0,0.3,15.8
476,1,2016-03-01T00:39:04,2016-03-01T00:39:30,1,7.53,Negotiated fare,40.71121216,-73.94935608,40.71120453,-73.94934845,Credit card,17.8,0,0,4.5,0,0.3,22.6
477,2,2016-03-01T01:51:09,2016-03-01T01:51:11,2,2.73,Negotiated fare,0,0,0,0,Credit card,142,0,0.5,0,0,0.3,142.8
478,2,2016-03-01T01:15:28,2016-03-01T01:15:33,1,2.83,Negotiated fare,40.77265167,-73.95526886,40.77272034,-73.95520782,Credit card,58.5,0,0,11.76,0,0.3,70.56
479,2,2016-03-10T09:24:56,2016-03-10T09:24:58,1,2.25,Negotiated fare,0,0,0,0,Credit card,50,0,0,10.06,0,0.3,60.36
480,2,2016-03-10T13:36:50,2016-03-10T13:37:28,2,1.83,Standard rate,40.81312943,-73.95401001,40.81312943,-73.95401001,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
481,2,2016-03-10T07:47:00,2016-03-10T07:47:27,5,0.78,Standard rate,40.76456833,-73.93688965,40.76454163,-73.93688202,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
482,2,2016-03-10T11:13:23,2016-03-10T11:14:04,1,5.99,Standard rate,40.76473999,-73.93701935,40.76470184,-73.9369812,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
483,2,2016-03-10T07:48:46,2016-03-10T07:49:06,5,4.87,Standard rate,40.76406097,-73.93739319,40.76459122,-73.93675232,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
484,2,2016-03-10T11:21:17,2016-03-10T11:21:42,1,2.47,Standard rate,40.76475143,-73.9371109,40.76486969,-73.93704224,Credit card,2.5,0,0.5,0.66,0,0.3,3.96
485,2,2016-03-10T07:47:00,2016-03-10T07:47:27,5,4.88,Standard rate,40.76456833,-73.93688965,40.76454163,-73.93688202,Dispute,-2.5,0,-0.5,-0.66,0,-0.3,-3.96
486,2,2016-03-10T07:48:46,2016-03-10T07:49:06,5,2.21,Standard rate,40.76406097,-73.93739319,40.76459122,-73.93675232,Dispute,-2.5,0,-0.5,-0.66,0,-0.3,-3.96
487,2,2016-03-01T00:39:30,2016-03-01T00:40:22,2,10.93,JFK,0,0,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
488,2,2016-03-10T07:31:53,2016-03-10T07:32:00,3,9.09,JFK,40.71873856,-74.00467682,40.71873856,-74.00467682,Credit card,52,0,0.5,10.56,0,0.3,63.36
489,2,2016-03-10T11:08:05,2016-03-10T11:08:08,1,4.9,JFK,40.64157104,-73.78907013,40.64157104,-73.78909302,Credit card,52,0,0.5,10.56,0,0.3,63.36
490,2,2016-03-01T00:35:57,2016-03-01T00:38:57,5,2.96,JFK,40.7216835,-73.97882843,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
491,2,2016-03-10T09:59:48,2016-03-10T09:59:59,1,1.71,JFK,40.6432457,-73.78981781,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
492,2,2016-03-01T02:02:40,2016-03-01T02:02:44,6,2.06,JFK,0,0,0,0,Credit card,52,0,0.5,10.56,0,0.3,63.36
493,1,2016-03-01T05:04:45,2016-03-01T05:06:18,1,6.79,JFK,40.6455307,-73.77633667,40.6455307,-73.77633667,Credit card,52,0,0.5,5,10.58,0.3,68.38
494,2,2016-03-10T13:08:04,2016-03-10T13:17:36,6,18.24,Standard rate,40.75130081,-73.97530365,40.73976135,-73.98882294,Credit card,7,0,0.5,1.56,0,0.3,9.36
495,2,2016-03-10T08:15:29,2016-03-10T08:25:20,1,2.6,Standard rate,40.76480484,-73.99176788,40.75376511,-73.98164368,Credit card,7,0,0.5,1.56,0,0.3,9.36
496,2,2016-03-10T12:45:08,2016-03-10T12:45:10,1,12.54,Negotiated fare,0,0,40.78432846,-73.95501709,Credit card,7,0,0.5,1.56,0,0.3,9.36
497,2,2016-03-01T00:39:33,2016-03-01T00:39:35,1,4.23,Negotiated fare,0,0,0,0,Credit card,7,0,0.5,1.56,0,0.3,9.36
498,2,2016-03-10T09:41:50,2016-03-10T09:51:15,5,1.77,Standard rate,40.74411011,-74.00679016,40.74776077,-73.98930359,Credit card,7,0,0.5,1.56,0,0.3,9.36
499,2,2016-03-10T11:53:47,2016-03-10T12:03:26,1,10.26,Standard rate,40.76361084,-73.97692871,40.75774002,-73.97361755,Credit card,7,0,0.5,1.56,0,0.3,9.36
